State,Year,Month,Day,Rainfall (mm)
Johor,2015,6,13,0.0
Johor,2015,6,14,0.0
Johor,2015,6,15,0.793283
Johor,2015,6,16,1.7e-05
Johor,2015,6,17,8.4e-05
Johor,2015,6,18,0.000101
Johor,2015,6,19,0.0
Johor,2015,6,20,0.0
Johor,2015,6,21,0.023805
Johor,2015,6,22,0.002189
Johor,2015,6,23,0.006734
Johor,2015,6,24,0.000892
Johor,2015,6,25,0.000774
Johor,2015,6,26,0.002508
Johor,2015,6,27,0.0
Johor,2015,6,28,0.699933
Johor,2015,6,29,0.194512
Johor,2015,6,30,0.003704
Johor,2015,7,1,2.565
Johor,2015,7,2,4.991397
Johor,2015,7,3,1.545051
Johor,2015,7,4,1.596498
Johor,2015,7,5,0.391515
Johor,2015,7,6,1.027273
Johor,2015,7,7,0.0
Johor,2015,7,8,0.0
Johor,2015,7,9,0.000421
Johor,2015,7,10,0.000236
Johor,2015,7,11,1.7e-05
Johor,2015,7,12,0.04862
Johor,2015,7,13,0.020976
Johor,2015,7,14,1.222357
Johor,2015,7,15,1.463855
Johor,2015,7,16,6.7e-05
Johor,2015,7,17,0.223855
Johor,2015,7,18,0.000337
Johor,2015,7,19,0.054125
Johor,2015,7,20,0.009276
Johor,2015,7,21,0.0
Johor,2015,7,22,0.115017
Johor,2015,7,23,0.005758
Johor,2015,7,24,0.598653
Johor,2015,7,25,0.196582
Johor,2015,7,26,0.015253
Johor,2015,7,27,6.7e-05
Johor,2015,7,28,0.0
Johor,2015,7,29,0.141953
Johor,2015,7,30,0.559848
Johor,2015,7,31,1.148098
Johor,2015,8,1,0.565286
Johor,2015,8,2,0.0
Johor,2015,8,3,0.0
Johor,2015,8,4,0.000673
Johor,2015,8,5,0.433906
Johor,2015,8,6,0.376936
Johor,2015,8,7,0.042138
Johor,2015,8,8,0.00069
Johor,2015,8,9,11.250707
Johor,2015,8,10,4.718906
Johor,2015,8,11,0.118047
Johor,2015,8,12,0.398737
Johor,2015,8,13,0.030236
Johor,2015,8,14,2.172054
Johor,2015,8,15,0.344545
Johor,2015,8,16,0.130135
Johor,2015,8,17,0.474933
Johor,2015,8,18,0.000101
Johor,2015,8,19,0.040354
Johor,2015,8,20,0.13037
Johor,2015,8,21,0.028771
Johor,2015,8,22,0.000892
Johor,2015,8,23,0.186414
Johor,2015,8,24,0.00032
Johor,2015,8,25,0.000943
Johor,2015,8,26,0.083165
Johor,2015,8,27,0.001869
Johor,2015,8,28,0.01665
Johor,2015,8,29,0.163367
Johor,2015,8,30,0.0
Johor,2015,8,31,0.280572
Johor,2015,9,1,1.15399
Johor,2015,9,2,0.295976
Johor,2015,9,3,0.432862
Johor,2015,9,4,0.440118
Johor,2015,9,5,0.235859
Johor,2015,9,6,0.175758
Johor,2015,9,7,0.70697
Johor,2015,9,8,0.088418
Johor,2015,9,9,0.549933
Johor,2015,9,10,0.518064
Johor,2015,9,11,0.087576
Johor,2015,9,12,0.0
Johor,2015,9,13,0.288838
Johor,2015,9,14,0.287391
Johor,2015,9,15,1.7e-05
Johor,2015,9,16,0.512037
Johor,2015,9,17,15.132306
Johor,2015,9,18,4.421785
Johor,2015,9,19,0.014327
Johor,2015,9,20,0.0
Johor,2015,9,21,0.00101
Johor,2015,9,22,0.248199
Johor,2015,9,23,0.238805
Johor,2015,9,24,1.011953
Johor,2015,9,25,1.664394
Johor,2015,9,26,1.510808
Johor,2015,9,27,1.207795
Johor,2015,9,28,0.197003
Johor,2015,9,29,0.415236
Johor,2015,9,30,3.685859
Johor,2015,10,1,1.510455
Johor,2015,10,2,0.07234
Johor,2015,10,3,0.087609
Johor,2015,10,4,0.255875
Johor,2015,10,5,0.032492
Johor,2015,10,6,2.469781
Johor,2015,10,7,0.893822
Johor,2015,10,8,1.10463
Johor,2015,10,9,0.112778
Johor,2015,10,10,0.04899
Johor,2015,10,11,0.022778
Johor,2015,10,12,0.0
Johor,2015,10,13,0.004714
Johor,2015,10,14,0.166549
Johor,2015,10,15,0.429512
Johor,2015,10,16,0.015084
Johor,2015,10,17,0.203906
Johor,2015,10,18,0.093434
Johor,2015,10,19,2.253586
Johor,2015,10,20,1.299024
Johor,2015,10,21,4.640084
Johor,2015,10,22,7.491347
Johor,2015,10,23,0.837609
Johor,2015,10,24,0.217391
Johor,2015,10,25,3.278805
Johor,2015,10,26,0.78803
Johor,2015,10,27,5.946061
Johor,2015,10,28,29.249781
Johor,2015,10,29,0.003586
Johor,2015,10,30,1.666162
Johor,2015,10,31,4.211195
Johor,2015,11,1,1.322273
Johor,2015,11,2,2.60101
Johor,2015,11,3,5.126835
Johor,2015,11,4,14.98399
Johor,2015,11,5,0.78133
Johor,2015,11,6,1.107626
Johor,2015,11,7,0.022912
Johor,2015,11,8,1.601481
Johor,2015,11,9,24.522677
Johor,2015,11,10,32.643013
Johor,2015,11,11,0.745875
Johor,2015,11,12,2.359764
Johor,2015,11,13,0.194545
Johor,2015,11,14,0.05569
Johor,2015,11,15,0.001145
Johor,2015,11,16,0.307879
Johor,2015,11,17,1.138333
Johor,2015,11,18,1.628754
Johor,2015,11,19,1.357845
Johor,2015,11,20,0.261582
Johor,2015,11,21,0.172593
Johor,2015,11,22,0.173081
Johor,2015,11,23,1.410185
Johor,2015,11,24,17.502929
Johor,2015,11,25,0.631094
Johor,2015,11,26,0.020421
Johor,2015,11,27,0.975387
Johor,2015,11,28,0.176414
Johor,2015,11,29,0.036852
Johor,2015,11,30,0.183838
Johor,2015,12,1,0.467845
Johor,2015,12,2,2.332071
Johor,2015,12,3,1.631902
Johor,2015,12,4,2.273822
Johor,2015,12,5,1.288232
Johor,2015,12,6,0.120455
Johor,2015,12,7,0.005303
Johor,2015,12,8,0.006953
Johor,2015,12,9,0.018586
Johor,2015,12,10,0.549007
Johor,2015,12,11,1.384529
Johor,2015,12,12,0.865539
Johor,2015,12,13,0.162997
Johor,2015,12,14,6.376061
Johor,2015,12,15,9.913737
Johor,2015,12,16,1.588956
Johor,2015,12,17,2.031599
Johor,2015,12,18,11.728232
Johor,2015,12,19,3.970539
Johor,2015,12,20,1.636717
Johor,2015,12,21,1.632003
Johor,2015,12,22,1.333838
Johor,2015,12,23,2.355488
Johor,2015,12,24,7.15064
Johor,2015,12,25,5.263535
Johor,2015,12,26,1.606869
Johor,2015,12,27,0.555067
Johor,2015,12,28,0.099276
Johor,2015,12,29,0.350791
Johor,2015,12,30,0.714327
Johor,2015,12,31,1.311246
Johor,2016,1,1,0.316835
Johor,2016,1,2,0.098552
Johor,2016,1,3,0.04271
Johor,2016,1,4,0.040539
Johor,2016,1,5,0.126128
Johor,2016,1,6,0.06862
Johor,2016,1,7,0.122811
Johor,2016,1,8,0.677862
Johor,2016,1,9,1.562795
Johor,2016,1,10,0.442492
Johor,2016,1,11,0.07335
Johor,2016,1,12,0.164158
Johor,2016,1,13,0.699966
Johor,2016,1,14,1.522677
Johor,2016,1,15,2.015572
Johor,2016,1,16,1.520657
Johor,2016,1,17,0.632492
Johor,2016,1,18,0.221448
Johor,2016,1,19,0.618401
Johor,2016,1,20,1.480825
Johor,2016,1,21,1.090168
Johor,2016,1,22,0.789882
Johor,2016,1,23,0.518131
Johor,2016,1,24,0.27399
Johor,2016,1,25,0.179832
Johor,2016,1,26,0.470084
Johor,2016,1,27,0.516515
Johor,2016,1,28,1.782407
Johor,2016,1,29,2.616869
Johor,2016,1,30,1.550875
Johor,2016,1,31,1.648215
Johor,2016,2,1,2.095606
Johor,2016,2,2,0.753855
Johor,2016,2,3,0.747778
Johor,2016,2,4,0.119394
Johor,2016,2,5,0.086801
Johor,2016,2,6,0.103805
Johor,2016,2,7,0.084007
Johor,2016,2,8,0.233249
Johor,2016,2,9,0.120791
Johor,2016,2,10,0.040606
Johor,2016,2,11,0.039209
Johor,2016,2,12,0.029074
Johor,2016,2,13,0.008838
Johor,2016,2,14,0.023114
Johor,2016,2,15,0.025269
Johor,2016,2,16,0.355589
Johor,2016,2,17,0.55096
Johor,2016,2,18,1.752559
Johor,2016,2,19,4.113704
Johor,2016,2,20,2.500202
Johor,2016,2,21,2.895337
Johor,2016,2,22,4.159613
Johor,2016,2,23,2.974091
Johor,2016,2,24,2.191751
Johor,2016,2,25,2.174562
Johor,2016,2,26,2.892828
Johor,2016,2,27,0.211397
Johor,2016,2,28,1.37133
Johor,2016,2,29,1.950135
Johor,2016,3,1,7.931431
Johor,2016,3,2,11.619983
Johor,2016,3,3,14.692138
Johor,2016,3,4,5.427088
Johor,2016,3,5,0.824562
Johor,2016,3,6,0.424125
Johor,2016,3,7,0.760556
Johor,2016,3,8,0.457306
Johor,2016,3,9,0.14138
Johor,2016,3,10,0.053923
Johor,2016,3,11,0.069259
Johor,2016,3,12,0.060067
Johor,2016,3,13,0.235522
Johor,2016,3,14,0.36436
Johor,2016,3,15,0.230505
Johor,2016,3,16,0.095741
Johor,2016,3,17,0.136414
Johor,2016,3,18,0.200404
Johor,2016,3,19,0.062626
Johor,2016,3,20,0.032155
Johor,2016,3,21,0.032374
Johor,2016,3,22,0.012727
Johor,2016,3,23,0.004545
Johor,2016,3,24,0.006768
Johor,2016,3,25,0.052172
Johor,2016,3,26,0.06729
Johor,2016,3,27,0.380623
Johor,2016,3,28,0.372811
Johor,2016,3,29,0.034848
Johor,2016,3,30,0.005421
Johor,2016,3,31,0.016347
Johor,2016,4,1,0.029091
Johor,2016,4,2,0.036397
Johor,2016,4,3,0.137407
Johor,2016,4,4,0.07298
Johor,2016,4,5,0.031616
Johor,2016,4,6,0.567323
Johor,2016,4,7,0.023889
Johor,2016,4,8,0.058047
Johor,2016,4,9,1.988939
Johor,2016,4,10,4.706801
Johor,2016,4,11,2.203636
Johor,2016,4,12,1.350337
Johor,2016,4,13,0.372609
Johor,2016,4,14,0.14734
Johor,2016,4,15,0.053401
Johor,2016,4,16,0.015067
Johor,2016,4,17,0.000808
Johor,2016,4,18,0.000135
Johor,2016,4,19,0.00032
Johor,2016,4,20,0.042677
Johor,2016,4,21,0.112424
Johor,2016,4,22,0.034562
Johor,2016,4,23,0.004832
Johor,2016,4,24,0.000152
Johor,2016,4,25,0.0
Johor,2016,4,26,0.001178
Johor,2016,4,27,0.008468
Johor,2016,4,28,0.000337
Johor,2016,4,29,0.016667
Johor,2016,4,30,0.000926
Johor,2016,5,1,0.117845
Johor,2016,5,2,0.461094
Johor,2016,5,3,0.0
Johor,2016,5,4,0.01069
Johor,2016,5,5,0.087744
Johor,2016,5,6,5.1e-05
Johor,2016,5,7,0.073603
Johor,2016,5,8,0.017121
Johor,2016,5,9,0.0
Johor,2016,5,10,0.001684
Johor,2016,5,11,0.002626
Johor,2016,5,12,1.7e-05
Johor,2016,5,13,0.045488
Johor,2016,5,14,0.477323
Johor,2016,5,15,0.246178
Johor,2016,5,16,0.537879
Johor,2016,5,17,0.236835
Johor,2016,5,18,0.190168
Johor,2016,5,19,0.009764
Johor,2016,5,20,0.0
Johor,2016,5,21,0.002357
Johor,2016,5,22,0.0
Johor,2016,5,23,3.4e-05
