State,Year,Month,Day,Rainfall (mm)
Johor,2020,6,21,0.00
Johor,2020,6,22,0.08
Johor,2020,6,23,0.00
Johor,2020,6,24,0.12
Johor,2020,6,25,0.20
Johor,2020,6,26,0.00
Johor,2020,6,27,0.00
Johor,2020,6,28,0.00
Johor,2020,6,29,0.00
Johor,2020,6,30,0.01
Johor,2020,7,1,1.63
Johor,2020,7,2,0.87
Johor,2020,7,3,0.00
Johor,2020,7,4,0.00
Johor,2020,7,5,0.68
Johor,2020,7,6,0.26
Johor,2020,7,7,0.10
Johor,2020,7,8,0.39
Johor,2020,7,9,0.00
Johor,2020,7,10,3.58
Johor,2020,7,11,1.32
Johor,2020,7,12,0.00
Johor,2020,7,13,0.00
Johor,2020,7,14,0.00
Johor,2020,7,15,0.08
Johor,2020,7,16,0.01
Johor,2020,7,17,0.24
Johor,2020,7,18,6.80
Johor,2020,7,19,0.25
Johor,2020,7,20,1.30
Johor,2020,7,21,1.79
Johor,2020,7,22,11.32
Johor,2020,7,23,14.05
Johor,2020,7,24,4.93
Johor,2020,7,25,7.84
Johor,2020,7,26,0.40
Johor,2020,7,27,0.04
Johor,2020,7,28,0.03
Johor,2020,7,29,0.02
Johor,2020,7,30,0.00
Johor,2020,7,31,0.00
Johor,2020,8,1,0.01
Johor,2020,8,2,0.56
Johor,2020,8,3,5.97
Johor,2020,8,4,1.74
Johor,2020,8,5,17.42
Johor,2020,8,6,16.59
Johor,2020,8,7,0.00
Johor,2020,8,8,5.15
Johor,2020,8,9,0.59
Johor,2020,8,10,3.52
Johor,2020,8,11,0.02
Johor,2020,8,12,0.00
Johor,2020,8,13,0.00
Johor,2020,8,14,0.00
Johor,2020,8,15,0.00
Johor,2020,8,16,0.59
Johor,2020,8,17,0.00
Johor,2020,8,18,0.17
Johor,2020,8,19,0.00
Johor,2020,8,20,0.01
Johor,2020,8,21,0.08
Johor,2020,8,22,1.66
Johor,2020,8,23,0.59
Johor,2020,8,24,0.04
Johor,2020,8,25,0.05
Johor,2020,8,26,0.31
Johor,2020,8,27,0.26
Johor,2020,8,28,0.07
Johor,2020,8,29,0.91
Johor,2020,8,30,1.92
Johor,2020,8,31,0.14
Johor,2020,9,1,5.89
Johor,2020,9,2,0.68
Johor,2020,9,3,0.00
Johor,2020,9,4,1.64
Johor,2020,9,5,4.29
Johor,2020,9,6,0.20
Johor,2020,9,7,1.88
Johor,2020,9,8,2.45
Johor,2020,9,9,1.31
Johor,2020,9,10,0.00
Johor,2020,9,11,0.00
Johor,2020,9,12,2.32
Johor,2020,9,13,1.44
Johor,2020,9,14,5.44
Johor,2020,9,15,17.44
Johor,2020,9,16,10.41
Johor,2020,9,17,3.64
Johor,2020,9,18,11.30
Johor,2020,9,19,6.65
Johor,2020,9,20,0.60
Johor,2020,9,21,0.29
Johor,2020,9,22,35.61
Johor,2020,9,23,22.41
Johor,2020,9,24,35.15
Johor,2020,9,25,22.30
Johor,2020,9,26,16.79
Johor,2020,9,27,16.35
Johor,2020,9,28,12.35
Johor,2020,9,29,22.38
Johor,2020,9,30,4.44
Johor,2020,10,1,3.83
Johor,2020,10,2,12.35
Johor,2020,10,3,1.08
Johor,2020,10,4,1.64
Johor,2020,10,5,1.02
Johor,2020,10,6,3.16
Johor,2020,10,7,64.62
Johor,2020,10,8,23.26
Johor,2020,10,9,30.82
Johor,2020,10,10,2.66
Johor,2020,10,11,6.65
Johor,2020,10,12,5.83
Johor,2020,10,13,2.22
Johor,2020,10,14,0.73
Johor,2020,10,15,0.26
Johor,2020,10,16,0.28
Johor,2020,10,17,0.60
Johor,2020,10,18,6.28
Johor,2020,10,19,11.60
Johor,2020,10,20,0.00
Johor,2020,10,21,0.00
Johor,2020,10,22,5.15
Johor,2020,10,23,0.08
Johor,2020,10,24,5.33
Johor,2020,10,25,2.78
Johor,2020,10,26,0.74
Johor,2020,10,27,0.17
Johor,2020,10,28,0.00
Johor,2020,10,29,0.06
Johor,2020,10,30,0.22
Johor,2020,10,31,1.32
Johor,2020,11,1,0.70
Johor,2020,11,2,1.70
Johor,2020,11,3,8.19
Johor,2020,11,4,13.48
Johor,2020,11,5,7.35
Johor,2020,11,6,0.16
Johor,2020,11,7,1.52
Johor,2020,11,8,5.22
Johor,2020,11,9,6.39
Johor,2020,11,10,0.39
Johor,2020,11,11,0.16
Johor,2020,11,12,0.01
Johor,2020,11,13,2.03
Johor,2020,11,14,1.85
Johor,2020,11,15,4.05
Johor,2020,11,16,14.46
Johor,2020,11,17,29.22
Johor,2020,11,18,6.18
Johor,2020,11,19,38.67
Johor,2020,11,20,46.89
Johor,2020,11,21,9.08
Johor,2020,11,22,0.17
Johor,2020,11,23,0.00
Johor,2020,11,24,0.01
Johor,2020,11,25,5.54
Johor,2020,11,26,10.11
Johor,2020,11,27,0.41
Johor,2020,11,28,0.46
Johor,2020,11,29,4.09
Johor,2020,11,30,4.42
Johor,2020,12,1,4.49
Johor,2020,12,2,3.03
Johor,2020,12,3,6.42
Johor,2020,12,4,11.79
Johor,2020,12,5,32.46
Johor,2020,12,6,24.72
Johor,2020,12,7,8.20
Johor,2020,12,8,14.83
Johor,2020,12,9,6.72
Johor,2020,12,10,8.99
Johor,2020,12,11,7.13
Johor,2020,12,12,4.75
Johor,2020,12,13,1.74
Johor,2020,12,14,2.24
Johor,2020,12,15,11.80
Johor,2020,12,16,28.85
Johor,2020,12,17,38.74
Johor,2020,12,18,38.05
Johor,2020,12,19,9.62
Johor,2020,12,20,3.49
Johor,2020,12,21,3.22
Johor,2020,12,22,5.32
Johor,2020,12,23,4.31
Johor,2020,12,24,12.03
Johor,2020,12,25,5.53
Johor,2020,12,26,6.84
Johor,2020,12,27,11.47
Johor,2020,12,28,24.85
Johor,2020,12,29,1.78
Johor,2020,12,30,0.10
Johor,2020,12,31,1.07
Kedah,2020,1,1,0.24
Kedah,2020,1,2,0.10
Kedah,2020,1,3,0.05
Kedah,2020,1,4,0.02
Kedah,2020,1,5,0.02
Kedah,2020,1,6,0.08
Kedah,2020,1,7,0.08
Kedah,2020,1,8,0.08
Kedah,2020,1,9,0.13
Kedah,2020,1,10,0.22
Kedah,2020,1,11,0.20
Kedah,2020,1,12,0.15
Kedah,2020,1,13,0.09
Kedah,2020,1,14,0.10
Kedah,2020,1,15,0.10
Kedah,2020,1,16,0.09
Kedah,2020,1,17,0.08
Kedah,2020,1,18,0.08
Kedah,2020,1,19,0.13
Kedah,2020,1,20,0.13
Kedah,2020,1,21,0.10
Kedah,2020,1,22,0.17
Kedah,2020,1,23,0.12
Kedah,2020,1,24,0.06
Kedah,2020,1,25,0.06
Kedah,2020,1,26,0.05
Kedah,2020,1,27,0.11
Kedah,2020,1,28,0.13
Kedah,2020,1,29,0.08
Kedah,2020,1,30,0.07
Kedah,2020,1,31,0.06
Kedah,2020,2,1,0.05
Kedah,2020,2,2,0.04
Kedah,2020,2,3,0.06
Kedah,2020,2,4,0.01
Kedah,2020,2,5,0.01
Kedah,2020,2,6,0.02
Kedah,2020,2,7,0.06
Kedah,2020,2,8,0.14
Kedah,2020,2,9,0.09
Kedah,2020,2,10,0.04
Kedah,2020,2,11,0.06
Kedah,2020,2,12,2.38
Kedah,2020,2,13,0.36
Kedah,2020,2,14,0.29
Kedah,2020,2,15,0.42
Kedah,2020,2,16,0.18
Kedah,2020,2,17,0.24
Kedah,2020,2,18,3.79
Kedah,2020,2,19,0.36
Kedah,2020,2,20,1.55
Kedah,2020,2,21,1.49
Kedah,2020,2,22,0.09
Kedah,2020,2,23,0.08
Kedah,2020,2,24,0.05
Kedah,2020,2,25,0.04
Kedah,2020,2,26,0.04
Kedah,2020,2,27,0.03
Kedah,2020,2,28,0.28
Kedah,2020,2,29,0.06
Kedah,2020,3,1,0.01
Kedah,2020,3,2,0.00
Kedah,2020,3,3,0.01
Kedah,2020,3,4,0.03
Kedah,2020,3,5,0.01
Kedah,2020,3,6,0.00
Kedah,2020,3,7,0.00
Kedah,2020,3,8,0.45
Kedah,2020,3,9,0.78
Kedah,2020,3,10,11.12
Kedah,2020,3,11,34.36
Kedah,2020,3,12,10.47
Kedah,2020,3,13,0.01
Kedah,2020,3,14,0.00
Kedah,2020,3,15,0.00
Kedah,2020,3,16,0.01
Kedah,2020,3,17,0.82
Kedah,2020,3,18,15.98
Kedah,2020,3,19,0.07
Kedah,2020,3,20,0.20
Kedah,2020,3,21,4.32
Kedah,2020,3,22,1.14
Kedah,2020,3,23,0.04
Kedah,2020,3,24,0.08
Kedah,2020,3,25,0.06
Kedah,2020,3,26,0.05
Kedah,2020,3,27,0.15
Kedah,2020,3,28,0.99
Kedah,2020,3,29,1.70
Kedah,2020,3,30,3.84
Kedah,2020,3,31,2.17
Kedah,2020,4,1,0.24
Kedah,2020,4,2,0.00
Kedah,2020,4,3,0.00
Kedah,2020,4,4,0.02
Kedah,2020,4,5,34.86
Kedah,2020,4,6,8.68
Kedah,2020,4,7,0.33
Kedah,2020,4,8,0.42
Kedah,2020,4,9,2.13
Kedah,2020,4,10,16.99
Kedah,2020,4,11,5.21
Kedah,2020,4,12,0.09
Kedah,2020,4,13,0.01
Kedah,2020,4,14,0.01
Kedah,2020,4,15,0.00
Kedah,2020,4,16,0.00
Kedah,2020,4,17,0.03
Kedah,2020,4,18,5.39
Kedah,2020,4,19,13.75
Kedah,2020,4,20,11.80
Kedah,2020,4,21,0.31
Kedah,2020,4,22,0.00
Kedah,2020,4,23,0.00
Kedah,2020,4,24,0.01
Kedah,2020,4,25,9.22
Kedah,2020,4,26,9.57
Kedah,2020,4,27,13.85
Kedah,2020,4,28,5.77
Kedah,2020,4,29,1.13
Kedah,2020,4,30,8.73
Kedah,2020,5,1,8.49
Kedah,2020,5,2,4.29
Kedah,2020,5,3,0.02
Kedah,2020,5,4,0.00
Kedah,2020,5,5,0.00
Kedah,2020,5,6,0.00
Kedah,2020,5,7,0.00
Kedah,2020,5,8,0.24
Kedah,2020,5,9,2.23
Kedah,2020,5,10,13.08
Kedah,2020,5,11,14.47
Kedah,2020,5,12,1.53
Kedah,2020,5,13,2.25
Kedah,2020,5,14,0.41
Kedah,2020,5,15,0.01
Kedah,2020,5,16,0.00
Kedah,2020,5,17,0.01
Kedah,2020,5,18,0.01
Kedah,2020,5,19,0.04
Kedah,2020,5,20,0.00
Kedah,2020,5,21,0.00
Kedah,2020,5,22,0.16
Kedah,2020,5,23,0.00
Kedah,2020,5,24,0.00
Kedah,2020,5,25,0.00
Kedah,2020,5,26,0.00
Kedah,2020,5,27,0.00
Kedah,2020,5,28,0.00
Kedah,2020,5,29,0.00
Kedah,2020,5,30,0.00
Kedah,2020,5,31,0.00
Kedah,2020,6,1,0.00
Kedah,2020,6,2,0.00
Kedah,2020,6,3,0.00
Kedah,2020,6,4,0.02
Kedah,2020,6,5,0.13
Kedah,2020,6,6,0.03
Kedah,2020,6,7,0.00
Kedah,2020,6,8,2.01
Kedah,2020,6,9,0.05
Kedah,2020,6,10,0.20
Kedah,2020,6,11,1.94
Kedah,2020,6,12,17.63
Kedah,2020,6,13,14.57
Kedah,2020,6,14,1.49
Kedah,2020,6,15,0.00
Kedah,2020,6,16,0.00
Kedah,2020,6,17,0.00
Kedah,2020,6,18,0.02
Kedah,2020,6,19,0.21
Kedah,2020,6,20,0.00
Kedah,2020,6,21,0.00
Kedah,2020,6,22,0.01
Kedah,2020,6,23,0.01
Kedah,2020,6,24,0.00
Kedah,2020,6,25,0.00
Kedah,2020,6,26,0.00
Kedah,2020,6,27,0.00
Kedah,2020,6,28,0.00
Kedah,2020,6,29,0.00
Kedah,2020,6,30,9.39
Kedah,2020,7,1,75.90
Kedah,2020,7,2,14.41
Kedah,2020,7,3,0.56
Kedah,2020,7,4,0.02
Kedah,2020,7,5,0.00
Kedah,2020,7,6,0.00
Kedah,2020,7,7,0.00
Kedah,2020,7,8,0.19
Kedah,2020,7,9,0.76
Kedah,2020,7,10,0.00
Kedah,2020,7,11,0.00
Kedah,2020,7,12,0.00
Kedah,2020,7,13,0.00
Kedah,2020,7,14,0.00
Kedah,2020,7,15,0.09
Kedah,2020,7,16,0.51
Kedah,2020,7,17,1.14
Kedah,2020,7,18,0.00
Kedah,2020,7,19,0.00
Kedah,2020,7,20,0.00
Kedah,2020,7,21,0.01
Kedah,2020,7,22,0.01
Kedah,2020,7,23,0.30
Kedah,2020,7,24,0.38
Kedah,2020,7,25,5.56
Kedah,2020,7,26,0.00
Kedah,2020,7,27,0.00
Kedah,2020,7,28,0.00
Kedah,2020,7,29,0.00
Kedah,2020,7,30,0.00
Kedah,2020,7,31,0.00
Kedah,2020,8,1,0.00
Kedah,2020,8,2,0.01
Kedah,2020,8,3,0.00
Kedah,2020,8,4,0.00
Kedah,2020,8,5,0.00
Kedah,2020,8,6,0.00
Kedah,2020,8,7,0.00
Kedah,2020,8,8,1.65
Kedah,2020,8,9,1.07
Kedah,2020,8,10,0.08
Kedah,2020,8,11,0.02
Kedah,2020,8,12,0.01
Kedah,2020,8,13,0.01
Kedah,2020,8,14,0.03
Kedah,2020,8,15,0.00
Kedah,2020,8,16,0.00
Kedah,2020,8,17,0.02
Kedah,2020,8,18,0.00
Kedah,2020,8,19,0.00
Kedah,2020,8,20,0.00
Kedah,2020,8,21,0.00
Kedah,2020,8,22,0.00
Kedah,2020,8,23,0.09
Kedah,2020,8,24,0.05
Kedah,2020,8,25,0.02
Kedah,2020,8,26,0.00
Kedah,2020,8,27,4.81
Kedah,2020,8,28,82.47
Kedah,2020,8,29,2.77
Kedah,2020,8,30,0.00
Kedah,2020,8,31,0.00
Kedah,2020,9,1,0.00
Kedah,2020,9,2,0.01
Kedah,2020,9,3,0.80
Kedah,2020,9,4,0.04
Kedah,2020,9,5,0.00
Kedah,2020,9,6,0.00
Kedah,2020,9,7,0.00
Kedah,2020,9,8,0.01
Kedah,2020,9,9,1.30
Kedah,2020,9,10,0.01
Kedah,2020,9,11,0.01
Kedah,2020,9,12,0.06
Kedah,2020,9,13,0.24
Kedah,2020,9,14,0.68
Kedah,2020,9,15,0.18
Kedah,2020,9,16,0.00
Kedah,2020,9,17,0.00
Kedah,2020,9,18,0.00
Kedah,2020,9,19,31.48
Kedah,2020,9,20,36.22
Kedah,2020,9,21,47.25
Kedah,2020,9,22,25.90
Kedah,2020,9,23,51.85
Kedah,2020,9,24,189.20
Kedah,2020,9,25,85.47
Kedah,2020,9,26,4.80
Kedah,2020,9,27,6.84
Kedah,2020,9,28,0.02
Kedah,2020,9,29,0.00
Kedah,2020,9,30,0.01
Kedah,2020,10,1,0.02
Kedah,2020,10,2,0.07
Kedah,2020,10,3,0.09
Kedah,2020,10,4,0.71
Kedah,2020,10,5,3.50
Kedah,2020,10,6,2.12
Kedah,2020,10,7,1.29
Kedah,2020,10,8,52.10
Kedah,2020,10,9,39.70
Kedah,2020,10,10,41.59
Kedah,2020,10,11,28.99
Kedah,2020,10,12,31.67
Kedah,2020,10,13,0.02
Kedah,2020,10,14,0.70
Kedah,2020,10,15,0.79
Kedah,2020,10,16,0.07
Kedah,2020,10,17,0.11
Kedah,2020,10,18,22.42
Kedah,2020,10,19,6.37
Kedah,2020,10,20,0.59
Kedah,2020,10,21,27.28
Kedah,2020,10,22,7.32
Kedah,2020,10,23,2.27
Kedah,2020,10,24,0.13
Kedah,2020,10,25,9.37
Kedah,2020,10,26,43.39
Kedah,2020,10,27,6.83
Kedah,2020,10,28,0.05
Kedah,2020,10,29,0.45
Kedah,2020,10,30,0.47
Kedah,2020,10,31,0.08
Kedah,2020,11,1,0.09
Kedah,2020,11,2,0.46
Kedah,2020,11,3,0.55
Kedah,2020,11,4,0.22
Kedah,2020,11,5,0.01
Kedah,2020,11,6,0.02
Kedah,2020,11,7,0.00
Kedah,2020,11,8,4.04
Kedah,2020,11,9,0.94
Kedah,2020,11,10,44.72
Kedah,2020,11,11,8.99
Kedah,2020,11,12,2.52
Kedah,2020,11,13,6.58
Kedah,2020,11,14,9.60
Kedah,2020,11,15,25.05
Kedah,2020,11,16,8.02
Kedah,2020,11,17,16.51
Kedah,2020,11,18,13.66
Kedah,2020,11,19,1.50
Kedah,2020,11,20,15.18
Kedah,2020,11,21,7.46
Kedah,2020,11,22,1.10
Kedah,2020,11,23,5.45
Kedah,2020,11,24,41.45
Kedah,2020,11,25,9.98
Kedah,2020,11,26,0.57
Kedah,2020,11,27,0.71
Kedah,2020,11,28,19.44
Kedah,2020,11,29,18.77
Kedah,2020,11,30,4.22
Kedah,2020,12,1,8.62
Kedah,2020,12,2,14.14
Kedah,2020,12,3,15.92
Kedah,2020,12,4,0.47
Kedah,2020,12,5,15.69
Kedah,2020,12,6,11.24
Kedah,2020,12,7,10.66
Kedah,2020,12,8,11.05
Kedah,2020,12,9,35.80
Kedah,2020,12,10,7.69
Kedah,2020,12,11,2.21
Kedah,2020,12,12,0.53
Kedah,2020,12,13,0.24
Kedah,2020,12,14,0.17
Kedah,2020,12,15,3.13
Kedah,2020,12,16,4.80
Kedah,2020,12,17,2.03
Kedah,2020,12,18,1.01
Kedah,2020,12,19,3.70
Kedah,2020,12,20,9.55
Kedah,2020,12,21,25.21
Kedah,2020,12,22,20.70
Kedah,2020,12,23,1.56
Kedah,2020,12,24,0.64
Kedah,2020,12,25,1.25
Kedah,2020,12,26,7.44
Kedah,2020,12,27,3.49
Kedah,2020,12,28,5.85
Kedah,2020,12,29,0.30
Kedah,2020,12,30,0.16
Kedah,2020,12,31,0.38
Kelantan,2020,1,1,2.30
Kelantan,2020,1,2,0.42
Kelantan,2020,1,3,0.25
Kelantan,2020,1,4,0.23
Kelantan,2020,1,5,0.24
Kelantan,2020,1,6,0.62
Kelantan,2020,1,7,0.52
Kelantan,2020,1,8,0.83
Kelantan,2020,1,9,2.99
Kelantan,2020,1,10,8.53
Kelantan,2020,1,11,2.43
Kelantan,2020,1,12,2.07
Kelantan,2020,1,13,0.57
Kelantan,2020,1,14,0.91
Kelantan,2020,1,15,0.88
Kelantan,2020,1,16,0.72
Kelantan,2020,1,17,0.54
Kelantan,2020,1,18,0.59
Kelantan,2020,1,19,1.19
Kelantan,2020,1,20,1.40
Kelantan,2020,1,21,0.88
Kelantan,2020,1,22,1.21
Kelantan,2020,1,23,0.94
Kelantan,2020,1,24,0.39
Kelantan,2020,1,25,0.36
Kelantan,2020,1,26,0.42
Kelantan,2020,1,27,1.03
Kelantan,2020,1,28,1.32
Kelantan,2020,1,29,0.64
Kelantan,2020,1,30,0.44
Kelantan,2020,1,31,0.34
Kelantan,2020,2,1,0.31
Kelantan,2020,2,2,0.32
Kelantan,2020,2,3,0.34
Kelantan,2020,2,4,0.20
Kelantan,2020,2,5,0.13
Kelantan,2020,2,6,0.21
Kelantan,2020,2,7,0.37
Kelantan,2020,2,8,1.09
Kelantan,2020,2,9,0.86
Kelantan,2020,2,10,0.37
Kelantan,2020,2,11,0.48
Kelantan,2020,2,12,2.28
Kelantan,2020,2,13,0.75
Kelantan,2020,2,14,1.31
Kelantan,2020,2,15,2.48
Kelantan,2020,2,16,2.15
Kelantan,2020,2,17,2.69
Kelantan,2020,2,18,6.56
Kelantan,2020,2,19,5.86
Kelantan,2020,2,20,8.75
Kelantan,2020,2,21,9.69
Kelantan,2020,2,22,1.73
Kelantan,2020,2,23,1.32
Kelantan,2020,2,24,0.69
Kelantan,2020,2,25,0.44
Kelantan,2020,2,26,0.30
Kelantan,2020,2,27,0.29
Kelantan,2020,2,28,0.35
Kelantan,2020,2,29,0.26
Kelantan,2020,3,1,0.19
Kelantan,2020,3,2,0.15
Kelantan,2020,3,3,0.24
Kelantan,2020,3,4,0.28
Kelantan,2020,3,5,0.07
Kelantan,2020,3,6,0.07
Kelantan,2020,3,7,0.37
Kelantan,2020,3,8,0.09
Kelantan,2020,3,9,0.50
Kelantan,2020,3,10,1.63
Kelantan,2020,3,11,1.34
Kelantan,2020,3,12,0.34
Kelantan,2020,3,13,0.01
Kelantan,2020,3,14,0.01
Kelantan,2020,3,15,0.05
Kelantan,2020,3,16,0.10
Kelantan,2020,3,17,1.77
Kelantan,2020,3,18,7.71
Kelantan,2020,3,19,1.85
Kelantan,2020,3,20,3.72
Kelantan,2020,3,21,5.13
Kelantan,2020,3,22,2.62
Kelantan,2020,3,23,0.54
Kelantan,2020,3,24,0.78
Kelantan,2020,3,25,0.94
Kelantan,2020,3,26,1.00
Kelantan,2020,3,27,0.47
Kelantan,2020,3,28,2.64
Kelantan,2020,3,29,1.30
Kelantan,2020,3,30,0.96
Kelantan,2020,3,31,1.15
Kelantan,2020,4,1,0.31
Kelantan,2020,4,2,0.12
Kelantan,2020,4,3,0.11
Kelantan,2020,4,4,4.37
Kelantan,2020,4,5,14.24
Kelantan,2020,4,6,1.07
Kelantan,2020,4,7,0.47
Kelantan,2020,4,8,0.27
Kelantan,2020,4,9,1.73
Kelantan,2020,4,10,10.23
Kelantan,2020,4,11,2.74
Kelantan,2020,4,12,2.07
Kelantan,2020,4,13,0.13
Kelantan,2020,4,14,0.00
Kelantan,2020,4,15,0.01
Kelantan,2020,4,16,0.02
Kelantan,2020,4,17,0.55
Kelantan,2020,4,18,1.26
Kelantan,2020,4,19,1.11
Kelantan,2020,4,20,8.01
Kelantan,2020,4,21,0.14
Kelantan,2020,4,22,0.00
Kelantan,2020,4,23,0.01
Kelantan,2020,4,24,0.07
Kelantan,2020,4,25,0.40
Kelantan,2020,4,26,1.24
Kelantan,2020,4,27,14.59
Kelantan,2020,4,28,10.40
Kelantan,2020,4,29,0.37
Kelantan,2020,4,30,3.49
Kelantan,2020,5,1,1.91
Kelantan,2020,5,2,0.19
Kelantan,2020,5,3,0.03
Kelantan,2020,5,4,0.46
Kelantan,2020,5,5,1.74
Kelantan,2020,5,6,2.16
Kelantan,2020,5,7,3.13
Kelantan,2020,5,8,15.60
Kelantan,2020,5,9,13.49
Kelantan,2020,5,10,16.50
Kelantan,2020,5,11,7.56
Kelantan,2020,5,12,1.77
Kelantan,2020,5,13,3.05
Kelantan,2020,5,14,1.74
Kelantan,2020,5,15,0.76
Kelantan,2020,5,16,0.17
Kelantan,2020,5,17,0.32
Kelantan,2020,5,18,0.33
Kelantan,2020,5,19,2.16
Kelantan,2020,5,20,2.72
Kelantan,2020,5,21,4.09
Kelantan,2020,5,22,9.91
Kelantan,2020,5,23,3.44
Kelantan,2020,5,24,0.05
Kelantan,2020,5,25,0.00
Kelantan,2020,5,26,0.00
Kelantan,2020,5,27,0.00
Kelantan,2020,5,28,0.01
Kelantan,2020,5,29,0.16
Kelantan,2020,5,30,0.05
Kelantan,2020,5,31,0.02
Kelantan,2020,6,1,0.01
